step,loss,mean_reward,mean_quality,mean_cost_usd,policy_entropy_nats,val_quality,val_cost_usd,val_action_entropy_bits
1668,0.002495,0.801758,0.801758,0.007814,0.024390,0.805672,0.008014,-0.000000
1669,0.002445,0.827148,0.827148,0.008061,0.070821,0.805672,0.008014,-0.000000
1670,0.003732,0.829102,0.829102,0.007956,0.038105,0.805672,0.008014,-0.000000
1671,-0.014331,0.819336,0.819336,0.008054,0.035779,0.805672,0.008014,-0.000000
1672,0.001653,0.799805,0.799805,0.008138,0.021077,0.805672,0.008014,-0.000000
1673,0.002773,0.813477,0.813477,0.008184,0.017314,0.805672,0.008014,-0.000000
1674,0.003904,0.787109,0.787109,0.008140,0.023575,0.805672,0.008014,-0.000000
1675,0.004531,0.818359,0.818359,0.007933,0.046298,0.805672,0.008014,-0.000000
1676,-0.008785,0.817383,0.817383,0.008186,0.042952,0.805672,0.008014,-0.000000
1677,0.004254,0.806641,0.806641,0.008124,0.044340,0.805672,0.008014,-0.000000
1678,0.003968,0.849609,0.849609,0.008026,0.036277,0.805672,0.008014,-0.000000
1679,0.002991,0.808594,0.808594,0.007660,0.037190,0.805672,0.008014,-0.000000
1680,0.003607,0.801758,0.801758,0.007954,0.037559,0.805672,0.008014,-0.000000
1681,-0.000352,0.812500,0.812500,0.007780,0.016426,0.805672,0.008014,-0.000000
1682,0.000741,0.832031,0.832031,0.007795,0.029436,0.805672,0.008014,-0.000000
1683,-0.000761,0.800586,0.800586,0.008132,0.047018,0.805672,0.008014,-0.000000
1684,0.001238,0.795898,0.795898,0.008075,0.019158,0.805672,0.008014,-0.000000
1685,0.013402,0.798828,0.798828,0.007692,0.021736,0.805672,0.008014,-0.000000
1686,-0.000694,0.803711,0.803711,0.008031,0.020081,0.805672,0.008014,-0.000000
1687,0.003834,0.764648,0.764648,0.007919,0.035771,0.805672,0.008014,-0.000000
1688,0.002517,0.802734,0.802734,0.007648,0.030824,0.805672,0.008014,-0.000000
1689,-0.031167,0.772461,0.772461,0.007903,0.027807,0.805672,0.008014,-0.000000
1690,0.000115,0.790625,0.790625,0.007948,0.012090,0.805672,0.008014,-0.000000
1691,0.002056,0.789062,0.789062,0.007625,0.019276,0.805672,0.008014,-0.000000
1692,0.001271,0.821289,0.821289,0.007845,0.018629,0.805672,0.008014,-0.000000
1693,-0.022522,0.794922,0.794922,0.008434,0.015478,0.805672,0.008014,-0.000000
1694,0.004632,0.796484,0.796484,0.008140,0.040910,0.805672,0.008014,-0.000000
1695,0.011223,0.822266,0.822266,0.008135,0.050061,0.805672,0.008014,-0.000000
1696,0.001789,0.814453,0.814453,0.007718,0.024667,0.805672,0.008014,-0.000000
1697,0.002899,0.814453,0.814453,0.007882,0.030090,0.805672,0.008014,-0.000000
1698,0.000164,0.812500,0.812500,0.008089,0.014170,0.805672,0.008014,-0.000000
1699,-0.000291,0.796875,0.796875,0.008180,0.011354,0.805672,0.008014,-0.000000
1700,-0.008851,0.775391,0.775391,0.007857,0.029293,0.805672,0.008014,-0.000000
1701,0.005715,0.841797,0.841797,0.007911,0.033222,0.805672,0.008014,-0.000000
1702,0.001015,0.810547,0.810547,0.007992,0.022469,0.805672,0.008014,-0.000000
1703,0.002159,0.813477,0.813477,0.007980,0.051571,0.805672,0.008014,-0.000000
1704,0.002093,0.785547,0.785547,0.008141,0.019401,0.805672,0.008014,-0.000000
1705,0.000593,0.821094,0.821094,0.008122,0.026845,0.805672,0.008014,-0.000000
1706,0.001885,0.813477,0.813477,0.007970,0.023638,0.805672,0.008014,-0.000000
1707,0.006220,0.807617,0.807617,0.007789,0.046548,0.805672,0.008014,-0.000000
1708,0.002710,0.831055,0.831055,0.007754,0.031800,0.805672,0.008014,-0.000000
1709,0.010095,0.805664,0.805664,0.007868,0.039231,0.805672,0.008014,-0.000000
1710,0.004815,0.835938,0.835938,0.008103,0.018393,0.805672,0.008014,-0.000000
1711,0.004990,0.785742,0.785742,0.008012,0.036714,0.805672,0.008014,-0.000000
1712,-0.016875,0.812500,0.812500,0.007801,0.051663,0.805672,0.008014,-0.000000
1713,0.006788,0.752930,0.752930,0.007890,0.040147,0.805672,0.008014,-0.000000
1714,0.001811,0.816406,0.816406,0.007801,0.024742,0.805672,0.008014,-0.000000
1715,0.004322,0.761719,0.761719,0.007742,0.032485,0.805672,0.008014,-0.000000
1716,0.001966,0.819336,0.819336,0.007514,0.014989,0.805672,0.008014,-0.000000
1717,0.001797,0.818359,0.818359,0.007688,0.014850,0.805672,0.008014,-0.000000
1718,0.008438,0.771875,0.771875,0.008183,0.051057,0.805672,0.008014,-0.000000
1719,0.003803,0.804688,0.804688,0.007581,0.044415,0.805672,0.008014,-0.000000
1720,-0.003925,0.830078,0.830078,0.007747,0.043880,0.805672,0.008014,-0.000000
1721,0.002638,0.801758,0.801758,0.007812,0.025971,0.805672,0.008014,-0.000000
1722,-0.004835,0.822266,0.822266,0.007513,0.011326,0.805672,0.008014,-0.000000
1723,-0.000763,0.801758,0.801758,0.007840,0.015615,0.805672,0.008014,-0.000000
1724,0.001562,0.783203,0.783203,0.008283,0.022056,0.805672,0.008014,-0.000000
1725,0.000614,0.781836,0.781836,0.007842,0.025905,0.805672,0.008014,-0.000000
1726,0.010873,0.775391,0.775391,0.008289,0.023716,0.805672,0.008014,-0.000000
1727,0.007412,0.795117,0.795117,0.008248,0.059048,0.805672,0.008014,-0.000000
1728,0.001511,0.845703,0.845703,0.007438,0.032766,0.805672,0.008014,-0.000000
1729,-0.005328,0.783203,0.783203,0.007938,0.037393,0.805672,0.008014,-0.000000
1730,0.002493,0.776367,0.776367,0.008013,0.027214,0.805672,0.008014,-0.000000
1731,0.002380,0.836914,0.836914,0.008112,0.031361,0.805672,0.008014,-0.000000
1732,0.001524,0.824219,0.824219,0.007962,0.041188,0.805672,0.008014,-0.000000
1733,0.001371,0.813477,0.813477,0.007648,0.018142,0.805672,0.008014,-0.000000
1734,0.002403,0.819336,0.819336,0.007656,0.039239,0.805672,0.008014,-0.000000
1735,0.011738,0.802734,0.802734,0.007395,0.052176,0.805672,0.008014,-0.000000
1736,-0.000628,0.778125,0.778125,0.008161,0.011896,0.805672,0.008014,-0.000000
1737,0.002568,0.833984,0.833984,0.007944,0.030429,0.805672,0.008014,-0.000000
1738,-0.000993,0.815430,0.815430,0.008027,0.013699,0.805672,0.008014,-0.000000
1739,0.000419,0.805664,0.805664,0.008210,0.022273,0.805672,0.008014,-0.000000
1740,0.006571,0.825195,0.825195,0.007842,0.026938,0.805672,0.008014,-0.000000
1741,0.000542,0.811523,0.811523,0.007571,0.025186,0.805672,0.008014,-0.000000
1742,-0.023615,0.832031,0.832031,0.008018,0.024404,0.805672,0.008014,-0.000000
1743,-0.002753,0.772461,0.772461,0.008032,0.057274,0.805672,0.008014,-0.000000
1744,0.004820,0.775586,0.775586,0.007972,0.047251,0.805672,0.008014,-0.000000
1745,0.006397,0.838867,0.838867,0.008269,0.046853,0.805672,0.008014,-0.000000
1746,0.000980,0.785156,0.785156,0.008431,0.022894,0.805672,0.008014,-0.000000
1747,-0.000340,0.804688,0.804688,0.007824,0.014126,0.805672,0.008014,-0.000000
1748,-0.000079,0.818359,0.818359,0.007764,0.034801,0.805672,0.008014,-0.000000
1749,0.006181,0.845703,0.845703,0.007948,0.029210,0.805672,0.008014,-0.000000
1750,0.000702,0.810547,0.810547,0.007966,0.043282,0.805672,0.008014,-0.000000
1751,-0.026939,0.799805,0.799805,0.008103,0.044185,0.805672,0.008014,-0.000000
1752,0.003545,0.806055,0.806055,0.007817,0.024810,0.805672,0.008014,-0.000000
1753,0.004491,0.840820,0.840820,0.007904,0.045716,0.805672,0.008014,-0.000000
1754,0.002664,0.849609,0.849609,0.007667,0.036148,0.805672,0.008014,-0.000000
1755,0.006264,0.793945,0.793945,0.008075,0.043736,0.805672,0.008014,-0.000000
1756,0.002354,0.778320,0.778320,0.007983,0.018471,0.805672,0.008014,-0.000000
1757,-0.004529,0.765625,0.765625,0.007879,0.044896,0.805672,0.008014,-0.000000
1758,0.000864,0.799805,0.799805,0.007883,0.018196,0.805672,0.008014,-0.000000
1759,0.009111,0.793945,0.793945,0.007869,0.026312,0.805672,0.008014,-0.000000
1760,0.003544,0.832031,0.832031,0.007708,0.028814,0.805672,0.008014,-0.000000
1761,-0.000264,0.773438,0.773438,0.007930,0.020347,0.805672,0.008014,-0.000000
1762,0.001567,0.802734,0.802734,0.008245,0.017336,0.805672,0.008014,-0.000000
1763,-0.000719,0.773438,0.773438,0.007896,0.016497,0.805672,0.008014,-0.000000
1764,0.002766,0.822266,0.822266,0.007653,0.034571,0.805672,0.008014,-0.000000
1765,0.000956,0.823828,0.823828,0.008447,0.023653,0.805672,0.008014,-0.000000
1766,0.002152,0.808594,0.808594,0.007933,0.015242,0.805672,0.008014,-0.000000
1767,-0.006600,0.792969,0.792969,0.008018,0.022429,0.805672,0.008014,-0.000000
1768,0.008090,0.820312,0.820312,0.007563,0.036720,0.805672,0.008014,-0.000000
1769,0.001512,0.804688,0.804688,0.008184,0.019364,0.805672,0.008014,-0.000000
1770,-0.000705,0.794922,0.794922,0.008318,0.016636,0.805672,0.008014,-0.000000
1771,0.011290,0.804688,0.804688,0.008185,0.023598,0.805672,0.008014,-0.000000
1772,-0.002274,0.821289,0.821289,0.008053,0.058534,0.805672,0.008014,-0.000000
1773,0.002307,0.802344,0.802344,0.008439,0.046003,0.805672,0.008014,-0.000000
1774,-0.007328,0.791016,0.791016,0.007883,0.019050,0.805672,0.008014,-0.000000
1775,0.001250,0.829102,0.829102,0.008287,0.025684,0.805672,0.008014,-0.000000
1776,0.000632,0.803711,0.803711,0.007717,0.039083,0.805672,0.008014,-0.000000
1777,-0.001429,0.790039,0.790039,0.007593,0.023866,0.805672,0.008014,-0.000000
1778,0.004571,0.772461,0.772461,0.007845,0.017494,0.805672,0.008014,-0.000000
1779,0.004797,0.828125,0.828125,0.008225,0.012729,0.805672,0.008014,-0.000000
1780,0.002714,0.820312,0.820312,0.008157,0.033388,0.805672,0.008014,-0.000000
1781,0.003604,0.792969,0.792969,0.008026,0.021322,0.805672,0.008014,-0.000000
1782,0.004585,0.827148,0.827148,0.007689,0.045150,0.805672,0.008014,-0.000000
1783,0.001596,0.785156,0.785156,0.007967,0.024252,0.805672,0.008014,-0.000000
1784,-0.011477,0.788086,0.788086,0.007669,0.025166,0.805672,0.008014,-0.000000
1785,0.003589,0.792969,0.792969,0.007732,0.028091,0.805672,0.008014,-0.000000
1786,0.001436,0.814453,0.814453,0.007751,0.021221,0.805672,0.008014,-0.000000
1787,-0.015443,0.817773,0.817773,0.008104,0.037794,0.805672,0.008014,-0.000000
1788,0.005601,0.820898,0.820898,0.007942,0.036442,0.805672,0.008014,-0.000000
1789,0.002161,0.790039,0.790039,0.007905,0.020789,0.805672,0.008014,-0.000000
1790,-0.029732,0.815430,0.815430,0.008017,0.017591,0.805672,0.008014,-0.000000
1791,0.001774,0.803125,0.803125,0.007959,0.022077,0.805672,0.008014,-0.000000
1792,0.011288,0.804688,0.804688,0.008000,0.043064,0.805672,0.008014,-0.000000
1793,0.001864,0.769531,0.769531,0.007890,0.018552,0.805672,0.008014,-0.000000
1794,-0.024043,0.814453,0.814453,0.007789,0.030661,0.805672,0.008014,-0.000000
1795,0.001831,0.792383,0.792383,0.007714,0.034535,0.805672,0.008014,-0.000000
1796,0.001768,0.771484,0.771484,0.007587,0.018727,0.805672,0.008014,-0.000000
1797,0.005813,0.782227,0.782227,0.007783,0.039039,0.805672,0.008014,-0.000000
1798,0.003345,0.811523,0.811523,0.008107,0.026974,0.805672,0.008014,-0.000000
1799,0.002518,0.805664,0.805664,0.007972,0.035058,0.805672,0.008014,-0.000000
1800,0.001426,0.824219,0.824219,0.008027,0.020449,0.805672,0.008014,-0.000000
1801,0.000423,0.834961,0.834961,0.007678,0.017258,0.805672,0.008014,-0.000000
1802,0.006984,0.784180,0.784180,0.008028,0.035429,0.805672,0.008014,-0.000000
1803,-0.001320,0.779297,0.779297,0.008618,0.014352,0.805672,0.008014,-0.000000
1804,0.005561,0.788672,0.788672,0.007882,0.028579,0.805672,0.008014,-0.000000
1805,0.003751,0.801758,0.801758,0.007960,0.036694,0.805672,0.008014,-0.000000
1806,-0.007159,0.839844,0.839844,0.007851,0.034492,0.805672,0.008014,-0.000000
1807,0.008459,0.815430,0.815430,0.008281,0.036787,0.805672,0.008014,-0.000000
1808,0.001793,0.798828,0.798828,0.007880,0.020421,0.805672,0.008014,-0.000000
1809,0.009769,0.810547,0.810547,0.007517,0.028789,0.805672,0.008014,-0.000000
1810,-0.000473,0.791992,0.791992,0.007919,0.013284,0.805672,0.008014,-0.000000
1811,0.005768,0.798828,0.798828,0.007868,0.029371,0.805672,0.008014,-0.000000
1812,0.005353,0.806641,0.806641,0.007597,0.037667,0.805672,0.008014,-0.000000
1813,0.001627,0.814453,0.814453,0.007723,0.039672,0.805672,0.008014,-0.000000
1814,0.004005,0.811523,0.811523,0.007658,0.043443,0.805672,0.008014,-0.000000
1815,0.003663,0.803711,0.803711,0.007730,0.046055,0.805672,0.008014,-0.000000
1816,-0.004236,0.791992,0.791992,0.007783,0.038594,0.805672,0.008014,-0.000000
1817,0.000626,0.790039,0.790039,0.007860,0.047470,0.805672,0.008014,-0.000000
1818,0.002333,0.818359,0.818359,0.008326,0.049831,0.805672,0.008014,-0.000000
1819,0.015688,0.768555,0.768555,0.008010,0.035879,0.805672,0.008014,-0.000000
1820,-0.000395,0.817383,0.817383,0.008040,0.014253,0.805672,0.008014,-0.000000
1821,-0.000238,0.805664,0.805664,0.007845,0.012488,0.805672,0.008014,-0.000000
1822,0.003924,0.820312,0.820312,0.007751,0.042842,0.805672,0.008014,-0.000000
1823,0.009282,0.794531,0.794531,0.007656,0.063944,0.805672,0.008014,-0.000000
1824,0.002480,0.807617,0.807617,0.008123,0.030523,0.805672,0.008014,-0.000000
1825,0.004994,0.818359,0.818359,0.007968,0.025147,0.805672,0.008014,-0.000000
1826,-0.003442,0.824219,0.824219,0.008052,0.030355,0.805672,0.008014,-0.000000
1827,0.003454,0.796484,0.796484,0.008174,0.030153,0.805672,0.008014,-0.000000
1828,0.004387,0.800781,0.800781,0.007871,0.034986,0.805672,0.008014,-0.000000
1829,-0.010529,0.826172,0.826172,0.007553,0.034641,0.805672,0.008014,-0.000000
1830,0.001279,0.798828,0.798828,0.007858,0.021329,0.805672,0.008014,-0.000000
1831,0.002288,0.827148,0.827148,0.007487,0.026412,0.805672,0.008014,-0.000000
1832,0.002589,0.847656,0.847656,0.007776,0.034379,0.805672,0.008014,-0.000000
1833,0.003871,0.807617,0.807617,0.008316,0.045509,0.805672,0.008014,-0.000000
1834,0.006717,0.774414,0.774414,0.007846,0.015796,0.805672,0.008014,-0.000000
1835,-0.015086,0.793359,0.793359,0.008269,0.031171,0.805672,0.008014,-0.000000
1836,0.003799,0.817969,0.817969,0.007372,0.047226,0.805672,0.008014,-0.000000
1837,0.003423,0.796875,0.796875,0.007802,0.027300,0.805672,0.008014,-0.000000
1838,0.003325,0.799609,0.799609,0.007456,0.030688,0.805672,0.008014,-0.000000
1839,-0.007192,0.817383,0.817383,0.007825,0.026825,0.805672,0.008014,-0.000000
1840,0.003456,0.832031,0.832031,0.007936,0.015612,0.805672,0.008014,-0.000000
1841,0.001846,0.797852,0.797852,0.007962,0.038376,0.805672,0.008014,-0.000000
1842,0.003733,0.783203,0.783203,0.007732,0.050091,0.805672,0.008014,-0.000000
1843,0.004698,0.801758,0.801758,0.008116,0.040307,0.805672,0.008014,-0.000000
1844,0.001183,0.847656,0.847656,0.007740,0.023191,0.805672,0.008014,-0.000000
1845,-0.000160,0.789648,0.789648,0.007717,0.010841,0.805672,0.008014,-0.000000
1846,0.008969,0.791992,0.791992,0.007659,0.052145,0.805672,0.008014,-0.000000
1847,-0.000319,0.827148,0.827148,0.007673,0.026911,0.805672,0.008014,-0.000000
1848,0.001713,0.806250,0.806250,0.007639,0.021482,0.805672,0.008014,-0.000000
1849,-0.015187,0.839844,0.839844,0.008108,0.029124,0.805672,0.008014,-0.000000
1850,0.004225,0.781250,0.781250,0.007844,0.063620,0.805672,0.008014,-0.000000
1851,0.002008,0.817383,0.817383,0.007506,0.022392,0.805672,0.008014,-0.000000
1852,-0.000998,0.808594,0.808594,0.008168,0.018381,0.805672,0.008014,-0.000000
1853,0.001521,0.822266,0.822266,0.007785,0.022411,0.805672,0.008014,-0.000000
1854,0.002549,0.813477,0.813477,0.007911,0.036823,0.805672,0.008014,-0.000000
1855,0.004515,0.802734,0.802734,0.008130,0.037249,0.805672,0.008014,-0.000000
1856,0.003881,0.778320,0.778320,0.007530,0.029847,0.805672,0.008014,-0.000000
1857,-0.018532,0.791016,0.791016,0.008245,0.010954,0.805672,0.008014,-0.000000
1858,0.005574,0.770508,0.770508,0.007813,0.025106,0.805672,0.008014,-0.000000
1859,0.010198,0.786133,0.786133,0.007713,0.063977,0.805672,0.008014,-0.000000
1860,-0.010197,0.784180,0.784180,0.007795,0.035288,0.805672,0.008014,-0.000000
1861,0.007104,0.828125,0.828125,0.007439,0.051408,0.805672,0.008014,-0.000000
1862,0.007084,0.781250,0.781250,0.007728,0.058402,0.805672,0.008014,-0.000000
1863,0.001134,0.842773,0.842773,0.007496,0.028208,0.805672,0.008014,-0.000000
1864,0.002690,0.818164,0.818164,0.007919,0.028064,0.805672,0.008014,-0.000000
1865,-0.012404,0.822266,0.822266,0.007683,0.045727,0.805672,0.008014,-0.000000
1866,0.006649,0.770508,0.770508,0.007769,0.055479,0.805672,0.008014,-0.000000
1867,-0.000349,0.786133,0.786133,0.007374,0.011308,0.805672,0.008014,-0.000000
1868,0.000668,0.804688,0.804688,0.007773,0.028774,0.805672,0.008014,-0.000000
1869,-0.000466,0.802734,0.802734,0.007601,0.013570,0.805672,0.008014,-0.000000
1870,-0.001875,0.772461,0.772461,0.008006,0.022176,0.805672,0.008014,-0.000000
1871,-0.000182,0.760742,0.760742,0.007751,0.011468,0.805672,0.008014,-0.000000
1872,0.002639,0.810547,0.810547,0.007669,0.041821,0.805672,0.008014,-0.000000
1873,0.000521,0.854688,0.854688,0.007879,0.019169,0.805672,0.008014,-0.000000
1874,-0.000155,0.799805,0.799805,0.007584,0.021036,0.805672,0.008014,-0.000000
1875,0.000742,0.800781,0.800781,0.007815,0.043756,0.805672,0.008014,-0.000000
1876,-0.040545,0.827148,0.827148,0.007856,0.030496,0.805672,0.008014,-0.000000
1877,-0.000369,0.794922,0.794922,0.008233,0.016829,0.805672,0.008014,-0.000000
1878,0.003428,0.812500,0.812500,0.007954,0.031347,0.805672,0.008014,-0.000000
1879,0.010225,0.802734,0.802734,0.007741,0.031117,0.805672,0.008014,-0.000000
1880,-0.001551,0.848633,0.848633,0.007747,0.027633,0.805672,0.008014,-0.000000
1881,0.000211,0.781250,0.781250,0.007898,0.023188,0.805672,0.008014,-0.000000
1882,0.004794,0.787109,0.787109,0.008208,0.042143,0.805672,0.008014,-0.000000
1883,0.000941,0.782227,0.782227,0.008046,0.027256,0.805672,0.008014,-0.000000
1884,0.002798,0.812500,0.812500,0.008145,0.030896,0.805672,0.008014,-0.000000
1885,0.003532,0.815430,0.815430,0.008273,0.038973,0.805672,0.008014,-0.000000
1886,0.001913,0.768555,0.768555,0.007703,0.026636,0.805672,0.008014,-0.000000
1887,0.002429,0.835938,0.835938,0.008267,0.015863,0.805672,0.008014,-0.000000
1888,0.002892,0.799805,0.799805,0.007557,0.029161,0.805672,0.008014,-0.000000
1889,0.003413,0.797852,0.797852,0.007806,0.037560,0.805672,0.008014,-0.000000
1890,0.001668,0.830078,0.830078,0.007903,0.018860,0.805672,0.008014,-0.000000
1891,-0.003611,0.796875,0.796875,0.007970,0.019506,0.805672,0.008014,-0.000000
1892,-0.010110,0.799805,0.799805,0.007878,0.024116,0.805672,0.008014,-0.000000
1893,0.001511,0.800781,0.800781,0.008089,0.037639,0.805672,0.008014,-0.000000
1894,-0.025450,0.802734,0.802734,0.007664,0.034011,0.805672,0.008014,-0.000000
1895,0.005091,0.822266,0.822266,0.008231,0.045913,0.805672,0.008014,-0.000000
1896,0.004013,0.819336,0.819336,0.008046,0.039472,0.805672,0.008014,-0.000000
1897,0.008442,0.768555,0.768555,0.007800,0.050866,0.805672,0.008014,-0.000000
1898,-0.004068,0.808008,0.808008,0.007668,0.022200,0.805672,0.008014,-0.000000
1899,0.001217,0.794922,0.794922,0.007886,0.030228,0.805672,0.008014,-0.000000
1900,0.002646,0.789453,0.789453,0.007797,0.034283,0.805672,0.008014,-0.000000
1901,-0.000197,0.830078,0.830078,0.008154,0.013533,0.805672,0.008014,-0.000000
1902,0.001393,0.821680,0.821680,0.008105,0.027285,0.805672,0.008014,-0.000000
1903,0.004646,0.818359,0.818359,0.007866,0.036660,0.805672,0.008014,-0.000000
1904,0.006608,0.780273,0.780273,0.007748,0.028380,0.805672,0.008014,-0.000000
1905,0.002126,0.829102,0.829102,0.007485,0.028975,0.805672,0.008014,-0.000000
1906,0.009119,0.793945,0.793945,0.008420,0.031313,0.805672,0.008014,-0.000000
1907,0.006626,0.773828,0.773828,0.007905,0.047943,0.805672,0.008014,-0.000000
1908,-0.001611,0.777344,0.777344,0.008167,0.044626,0.805672,0.008014,-0.000000
1909,-0.004521,0.792969,0.792969,0.007870,0.026886,0.805672,0.008014,-0.000000
1910,0.001887,0.816406,0.816406,0.008280,0.022133,0.805672,0.008014,-0.000000
1911,0.003921,0.802539,0.802539,0.007799,0.052418,0.805672,0.008014,-0.000000
1912,-0.004765,0.828125,0.828125,0.007946,0.029226,0.805672,0.008014,-0.000000
1913,0.001487,0.813281,0.813281,0.007720,0.041237,0.805672,0.008014,-0.000000
1914,0.001100,0.803711,0.803711,0.007776,0.022241,0.805672,0.008014,-0.000000
1915,0.007147,0.819336,0.819336,0.007847,0.038427,0.805672,0.008014,-0.000000
1916,-0.013254,0.818359,0.818359,0.007758,0.022378,0.805672,0.008014,-0.000000
1917,0.004866,0.805273,0.805273,0.007819,0.016551,0.805672,0.008014,-0.000000
1918,0.004073,0.800000,0.800000,0.008147,0.026159,0.805672,0.008014,-0.000000
1919,0.009066,0.797852,0.797852,0.007590,0.074737,0.805672,0.008014,-0.000000
1920,0.001651,0.787109,0.787109,0.008102,0.031617,0.805672,0.008014,-0.000000
1921,0.003100,0.829102,0.829102,0.007840,0.027106,0.805672,0.008014,-0.000000
1922,0.001778,0.818359,0.818359,0.008254,0.021406,0.805672,0.008014,-0.000000
1923,0.000926,0.837891,0.837891,0.007419,0.020997,0.805672,0.008014,-0.000000
1924,0.003618,0.789453,0.789453,0.007855,0.032533,0.805672,0.008014,-0.000000
1925,0.007798,0.812500,0.812500,0.007894,0.057820,0.805672,0.008014,-0.000000
1926,-0.021638,0.828711,0.828711,0.007790,0.044964,0.805672,0.008014,-0.000000
1927,-0.002594,0.802344,0.802344,0.007782,0.044318,0.805672,0.008014,-0.000000
1928,0.001362,0.800781,0.800781,0.008197,0.022880,0.805672,0.008014,-0.000000
1929,0.001323,0.826172,0.826172,0.008236,0.027089,0.805672,0.008014,-0.000000
1930,0.005109,0.791992,0.791992,0.007978,0.041058,0.805672,0.008014,-0.000000
1931,-0.000186,0.763672,0.763672,0.007775,0.009823,0.805672,0.008014,-0.000000
1932,0.004876,0.817383,0.817383,0.008028,0.037982,0.805672,0.008014,-0.000000
1933,0.000545,0.829102,0.829102,0.008004,0.065480,0.805672,0.008014,-0.000000
1934,-0.009518,0.800781,0.800781,0.008334,0.042697,0.805672,0.008014,-0.000000
1935,-0.000069,0.792969,0.792969,0.008648,0.012915,0.805672,0.008014,-0.000000
1936,-0.008198,0.746094,0.746094,0.008068,0.034371,0.805672,0.008014,-0.000000
1937,0.007685,0.806250,0.806250,0.007907,0.042028,0.805672,0.008014,-0.000000
1938,0.003967,0.833984,0.833984,0.008604,0.057260,0.805672,0.008014,-0.000000
1939,0.008448,0.804688,0.804688,0.007881,0.034982,0.805672,0.008014,-0.000000
1940,0.001855,0.806641,0.806641,0.007532,0.023211,0.805672,0.008014,-0.000000
1941,0.001655,0.806641,0.806641,0.008092,0.020385,0.805672,0.008014,-0.000000
1942,-0.009323,0.835352,0.835352,0.008052,0.023888,0.805672,0.008014,-0.000000
1943,0.004448,0.803711,0.803711,0.007943,0.027580,0.805672,0.008014,-0.000000
1944,0.006522,0.784180,0.784180,0.007198,0.044669,0.805672,0.008014,-0.000000
1945,0.002260,0.820312,0.820312,0.008093,0.053681,0.805672,0.008014,-0.000000
1946,-0.003168,0.813477,0.813477,0.007607,0.040194,0.805672,0.008014,-0.000000
1947,0.003376,0.799805,0.799805,0.007731,0.030080,0.805672,0.008014,-0.000000
1948,0.002469,0.793945,0.793945,0.008066,0.031857,0.805672,0.008014,-0.000000
1949,0.002072,0.739258,0.739258,0.008360,0.027107,0.805672,0.008014,-0.000000
1950,0.003594,0.805664,0.805664,0.007716,0.032237,0.805672,0.008014,-0.000000
1951,-0.000910,0.803711,0.803711,0.007763,0.015899,0.805672,0.008014,-0.000000
1952,0.001500,0.793945,0.793945,0.008031,0.022488,0.805672,0.008014,-0.000000
1953,-0.001436,0.795898,0.795898,0.008261,0.023045,0.805672,0.008014,-0.000000
1954,0.005616,0.809766,0.809766,0.007919,0.038912,0.805672,0.008014,-0.000000
1955,-0.002134,0.844727,0.844727,0.007739,0.023982,0.805672,0.008014,-0.000000
1956,-0.015738,0.780273,0.780273,0.007935,0.037966,0.805672,0.008014,-0.000000
1957,-0.000249,0.802734,0.802734,0.008159,0.011532,0.805672,0.008014,-0.000000
1958,0.004649,0.834961,0.834961,0.008065,0.037043,0.805672,0.008014,-0.000000
1959,-0.007922,0.818359,0.818359,0.007960,0.023648,0.805672,0.008014,-0.000000
1960,0.001968,0.792969,0.792969,0.007696,0.025282,0.805672,0.008014,-0.000000
1961,0.011482,0.794922,0.794922,0.007676,0.046676,0.805672,0.008014,-0.000000
1962,-0.000212,0.795703,0.795703,0.007885,0.031388,0.805672,0.008014,-0.000000
1963,0.006706,0.834961,0.834961,0.008183,0.032610,0.805672,0.008014,-0.000000
1964,0.002510,0.827148,0.827148,0.007724,0.032095,0.805672,0.008014,-0.000000
1965,-0.000844,0.794922,0.794922,0.007848,0.018802,0.805672,0.008014,-0.000000
1966,-0.000440,0.774414,0.774414,0.007976,0.018483,0.805672,0.008014,-0.000000
1967,0.003746,0.820312,0.820312,0.007897,0.037214,0.805672,0.008014,-0.000000
1968,0.018682,0.756836,0.756836,0.007751,0.076604,0.805672,0.008014,-0.000000
1969,0.002454,0.796289,0.796289,0.008495,0.035175,0.805672,0.008014,-0.000000
1970,-0.003050,0.747266,0.747266,0.008107,0.020975,0.805672,0.008014,-0.000000
1971,-0.000959,0.819336,0.819336,0.007836,0.019540,0.805672,0.008014,-0.000000
1972,0.004019,0.799805,0.799805,0.007959,0.063876,0.805672,0.008014,-0.000000
1973,0.000338,0.794922,0.794922,0.007699,0.029472,0.805672,0.008014,-0.000000
1974,0.001378,0.840820,0.840820,0.008078,0.021278,0.805672,0.008014,-0.000000
1975,0.011216,0.808594,0.808594,0.007979,0.033040,0.805672,0.008014,-0.000000
1976,-0.018654,0.813477,0.813477,0.007279,0.045106,0.805672,0.008014,-0.000000
1977,0.002374,0.817383,0.817383,0.007395,0.047845,0.805672,0.008014,-0.000000
1978,-0.006624,0.822266,0.822266,0.008150,0.028678,0.805672,0.008014,-0.000000
1979,-0.000388,0.831055,0.831055,0.007625,0.013754,0.805672,0.008014,-0.000000
1980,0.003304,0.808594,0.808594,0.008465,0.035353,0.805672,0.008014,-0.000000
1981,0.003727,0.829102,0.829102,0.007944,0.041265,0.805672,0.008014,-0.000000
