step,loss,mean_reward,mean_quality,mean_cost_usd,mean_w_q,mean_w_c,policy_entropy_nats,val_quality,val_cost_usd,val_action_entropy_bits
1,-0.023158544674515724,0.28895068168640137,0.6875,0.0018215811578556895,0.5208770036697388,0.4791230261325836,2.3951902389526367,nan,nan,nan
2,-0.024816157296299934,0.17575296759605408,0.6796875,0.0035858154296875,0.5089741945266724,0.49102580547332764,2.3938286304473877,nan,nan,nan
3,-0.03342525660991669,0.15199096500873566,0.6328125,0.002246993826702237,0.42300301790237427,0.5769969820976257,2.3929476737976074,nan,nan,nan
4,-0.04352598637342453,0.11416110396385193,0.5078125,0.0024531404487788677,0.44724926352500916,0.5527507662773132,2.390268564224243,nan,nan,nan
5,-0.032635461539030075,0.13627365231513977,0.6171875,0.002245950046926737,0.4958687722682953,0.5041311979293823,2.3853180408477783,nan,nan,nan
6,-0.06100201979279518,0.0638771504163742,0.5703125,0.0030030093621462584,0.41314226388931274,0.5868577361106873,2.3816351890563965,nan,nan,nan
7,-0.043378446251153946,0.285151869058609,0.65625,0.001413343707099557,0.5183007717132568,0.4816991984844208,2.374544620513916,nan,nan,nan
8,-0.060843534767627716,0.16290907561779022,0.59375,0.00350504694506526,0.5594099164009094,0.44059014320373535,2.3662490844726562,nan,nan,nan
9,-0.030161472037434578,0.12903594970703125,0.453125,0.0010671563213691115,0.4789799153804779,0.5210200548171997,2.358736038208008,nan,nan,nan
10,-0.0712459534406662,0.1335896998643875,0.5703125,0.002233056351542473,0.47345706820487976,0.5265429019927979,2.3504581451416016,nan,nan,nan
11,-0.043189890682697296,0.19237279891967773,0.5625,0.0021882501896470785,0.5377146601676941,0.4622853398323059,2.3386521339416504,nan,nan,nan
12,-0.026401054114103317,0.28790467977523804,0.625,0.0018947689095512033,0.5303187370300293,0.4696812927722931,2.32877779006958,nan,nan,nan
13,-0.006135271862149239,0.24270588159561157,0.609375,0.0008476844523102045,0.5226019620895386,0.4773980379104614,2.319464683532715,nan,nan,nan
14,-0.04781784862279892,0.12136860936880112,0.5234375,0.0018247031839564443,0.516553521156311,0.48344647884368896,2.3123385906219482,nan,nan,nan
15,-0.06792490184307098,0.3979477286338806,0.71875,0.0009133749990724027,0.6058375835418701,0.3941624164581299,2.303555965423584,nan,nan,nan
16,-0.12192179262638092,0.2134760171175003,0.59375,0.0012539655435830355,0.5151779651641846,0.48482197523117065,2.2947418689727783,nan,nan,nan
17,-0.0348634272813797,0.25037673115730286,0.6328125,0.001027990598231554,0.48616844415664673,0.5138315558433533,2.279675245285034,nan,nan,nan
18,-0.05732039362192154,0.1214754730463028,0.4609375,0.0015856405952945352,0.4430893659591675,0.5569106340408325,2.264666795730591,nan,nan,nan
19,-0.04405864328145981,0.2565462291240692,0.6171875,0.0012225874233990908,0.48327845335006714,0.5167215466499329,2.245056629180908,nan,nan,nan
20,-0.06695155799388885,0.17781102657318115,0.625,0.0010906406678259373,0.4227869212627411,0.5772130489349365,2.226027488708496,nan,nan,nan
21,-0.16581234335899353,0.2285812795162201,0.6875,0.0013544937828555703,0.5227893590927124,0.4772106111049652,2.200990915298462,nan,nan,nan
22,-0.020757129415869713,0.19025392830371857,0.4609375,0.0012408499605953693,0.5454275608062744,0.4545724391937256,2.171980142593384,nan,nan,nan
23,-0.09943372011184692,0.1665162444114685,0.484375,0.0009852811926975846,0.5080479383468628,0.4919520616531372,2.1467604637145996,nan,nan,nan
24,-0.09550540894269943,0.2919403314590454,0.6015625,0.000596412515733391,0.5241107940673828,0.4758891761302948,2.1122827529907227,nan,nan,nan
25,-0.08099786192178726,0.2747698128223419,0.6171875,0.0009965968783944845,0.5001375079154968,0.4998624920845032,2.074784278869629,nan,nan,nan
26,-0.036375366151332855,0.2988905906677246,0.546875,0.0008246031356975436,0.581906795501709,0.4180932641029358,2.0294528007507324,nan,nan,nan
27,0.013156292960047722,0.2770751714706421,0.609375,0.0012033062521368265,0.5292460322380066,0.4707539677619934,1.9844765663146973,nan,nan,nan
28,-0.068099245429039,0.2917584776878357,0.6640625,0.0006369563052430749,0.5068928599357605,0.4931071400642395,1.9484448432922363,nan,nan,nan
29,0.07450063526630402,0.2387339323759079,0.65625,0.0006152812275104225,0.4063175320625305,0.5936824679374695,1.9076855182647705,nan,nan,nan
30,-0.07342350482940674,0.25528180599212646,0.5390625,0.0006090031238272786,0.5106558799743652,0.48934414982795715,1.886093258857727,nan,nan,nan
31,-0.06502479314804077,0.3307211101055145,0.6875,0.001380625064484775,0.538440465927124,0.461559534072876,1.860980749130249,nan,nan,nan
32,-0.13376407325267792,0.2258104681968689,0.5546875,0.0011190719669684768,0.5385318994522095,0.46146804094314575,1.849368929862976,nan,nan,nan
33,-0.1084313616156578,0.17824968695640564,0.5078125,0.0008347561815753579,0.4690406918525696,0.5309593677520752,1.812643051147461,nan,nan,nan
34,-0.15466609597206116,0.2762754261493683,0.6015625,0.0006824125302955508,0.56852787733078,0.43147212266921997,1.7703418731689453,nan,nan,nan
35,-0.1423053741455078,0.18780019879341125,0.546875,0.0005560843856073916,0.4681333601474762,0.5318666696548462,1.7164812088012695,nan,nan,nan
36,0.013875504955649376,0.30938825011253357,0.6953125,0.0006606937386095524,0.4979608654975891,0.5020391345024109,1.6541717052459717,nan,nan,nan
37,0.00310511514544487,0.4211273491382599,0.8125,0.0004923593369312584,0.5324910879135132,0.4675089120864868,1.601672649383545,nan,nan,nan
38,-0.0666167140007019,0.20562158524990082,0.5625,0.0005116125103086233,0.45109128952026367,0.5489087104797363,1.5584871768951416,nan,nan,nan
39,-0.08989118039608002,0.28038445115089417,0.5625,0.00040704687125980854,0.4873889684677124,0.5126110315322876,1.5094083547592163,nan,nan,nan
40,-0.06430380791425705,0.2831008732318878,0.6171875,0.0006887000054121017,0.5012505650520325,0.49874943494796753,1.4502452611923218,nan,nan,nan
41,-0.06705312430858612,0.32088154554367065,0.7109375,0.00039878435200080276,0.5154153108596802,0.4845847189426422,1.3806233406066895,nan,nan,nan
42,0.1090720072388649,0.2595219612121582,0.6015625,0.00047038125921972096,0.49602699279785156,0.5039730072021484,1.3036231994628906,nan,nan,nan
43,0.050767041742801666,0.31122204661369324,0.6875,0.0004173656343482435,0.5014986991882324,0.49850133061408997,1.2776082754135132,nan,nan,nan
