step,loss,mean_reward,mean_quality,mean_cost_usd,mean_w_q,mean_w_c,policy_entropy_nats,val_quality,val_cost_usd,val_action_entropy_bits
1,-0.02725580334663391,0.17853599786758423,0.6318359375,0.002726934850215912,0.5052911639213562,0.4947088956832886,2.395157814025879,nan,nan,nan
2,-0.035692453384399414,0.21083343029022217,0.6279296875,0.0017348640831187367,0.5305608510971069,0.4694390892982483,2.3927292823791504,nan,nan,nan
3,-0.03946122154593468,0.1553976833820343,0.5810546875,0.001938303466886282,0.493574857711792,0.506425142288208,2.387118339538574,nan,nan,nan
4,-0.05056162178516388,0.194749653339386,0.6142578125,0.0019995581824332476,0.49641692638397217,0.5035830736160278,2.379495143890381,nan,nan,nan
5,-0.052937693893909454,0.22874414920806885,0.638671875,0.0016956448089331388,0.5035486221313477,0.49645140767097473,2.369785785675049,nan,nan,nan
6,-0.059739720076322556,0.23459672927856445,0.6830077767372131,0.0015043289167806506,0.5075566172599792,0.4924434423446655,2.356997489929199,nan,nan,nan
7,-0.05197013542056084,0.21172335743904114,0.6328125,0.0014544902369379997,0.4791836142539978,0.5208163857460022,2.342127799987793,nan,nan,nan
8,-0.05241333693265915,0.2366657853126526,0.5874999761581421,0.0011657446157187223,0.5072997808456421,0.4927002489566803,2.3254265785217285,nan,nan,nan
9,-0.061877984553575516,0.24046480655670166,0.6171875,0.0013949223794043064,0.5162708163261414,0.48372918367385864,2.3065593242645264,nan,nan,nan
10,-0.08731412887573242,0.2940891683101654,0.6744140386581421,0.00118128745816648,0.5237429141998291,0.4762570559978485,2.2844197750091553,nan,nan,nan
11,-0.06435862183570862,0.22789576649665833,0.5986328125,0.0012282889802008867,0.49374210834503174,0.5062578916549683,2.2605512142181396,nan,nan,nan
12,-0.08374524116516113,0.27190524339675903,0.6484375,0.0010735199321061373,0.5058361887931824,0.4941638112068176,2.2314794063568115,nan,nan,nan
13,-0.03983594477176666,0.2617678642272949,0.59765625,0.0008304499788209796,0.5001656413078308,0.4998343586921692,2.1997716426849365,nan,nan,nan
14,-0.07300518453121185,0.2412194311618805,0.587890625,0.0008246203069575131,0.5010949373245239,0.4989050626754761,2.1671268939971924,nan,nan,nan
15,-0.07957158982753754,0.29093998670578003,0.6484375,0.0009134476422332227,0.5128682851791382,0.4871317446231842,2.128852128982544,nan,nan,nan
16,-0.05575786530971527,0.26818329095840454,0.66796875,0.0006596589810214937,0.4776758551597595,0.5223241448402405,2.0870039463043213,nan,nan,nan
17,-0.0892341285943985,0.24222958087921143,0.619140625,0.0008125323802232742,0.4936891198158264,0.5063108801841736,2.0386886596679688,nan,nan,nan
18,-0.050264760851860046,0.27874991297721863,0.642578125,0.0006787480087950826,0.47803324460983276,0.521966814994812,1.9850916862487793,nan,nan,nan
19,-0.04958096891641617,0.2740267813205719,0.6572265625,0.0007159972446970642,0.4848518371582031,0.5151481628417969,1.9228137731552124,nan,nan,nan
20,-0.09892081469297409,0.29221194982528687,0.6556640863418579,0.0006489616935141385,0.5009317398071289,0.4990682899951935,1.853430986404419,nan,nan,nan
21,-0.07300301641225815,0.25852635502815247,0.623046875,0.0006493504042737186,0.48666977882385254,0.5133302807807922,1.7749032974243164,nan,nan,nan
22,-0.09753928333520889,0.2637321352958679,0.6025390625,0.0006164237856864929,0.5076134204864502,0.4923865795135498,1.6680502891540527,nan,nan,nan
23,-0.06983853876590729,0.31161171197891235,0.6517578363418579,0.0005596023402176797,0.5116318464279175,0.48836812376976013,1.5483475923538208,nan,nan,nan
24,-0.09205450117588043,0.32069987058639526,0.66796875,0.000581880914978683,0.5247330069541931,0.4752669930458069,1.4236027002334595,nan,nan,nan
25,-0.07089033722877502,0.2884192168712616,0.693164050579071,0.0006135730654932559,0.48757052421569824,0.5124294757843018,1.2927461862564087,nan,nan,nan
26,-0.053931042551994324,0.3365131616592407,0.6904296875,0.0005463629495352507,0.5421897768974304,0.45781025290489197,1.1289632320404053,nan,nan,nan
27,-0.08237828314304352,0.29055291414260864,0.685742199420929,0.0006240648217499256,0.4929291605949402,0.5070708394050598,1.0212336778640747,nan,nan,nan
28,-0.08324098587036133,0.2972240447998047,0.69140625,0.0005494437646120787,0.47546303272247314,0.5245369672775269,0.9006162881851196,nan,nan,nan
29,-0.05765993148088455,0.3093952536582947,0.7255859375,0.0006166297243908048,0.49389562010765076,0.5061043500900269,0.7665380239486694,nan,nan,nan
30,-0.04641370475292206,0.31515008211135864,0.6708984375,0.0006075258133932948,0.4992397129535675,0.5007603168487549,0.6686875820159912,0.7148337364196777,0.000562898931093514,-0.0
31,-0.06949243694543839,0.3559792637825012,0.7369140386581421,0.0005701769259758294,0.5370293855667114,0.46297064423561096,0.5674043893814087,0.7148337364196777,0.000562898931093514,-0.0
32,-0.05064643919467926,0.3289133310317993,0.71875,0.0005788046983070672,0.49746766686439514,0.5025323629379272,0.5020439028739929,0.7148337364196777,0.000562898931093514,-0.0
33,-0.009578391909599304,0.3082469403743744,0.71484375,0.0005701937479898334,0.4861791729927063,0.5138207674026489,0.4342682659626007,0.7148337364196777,0.000562898931093514,-0.0
34,-0.010612888261675835,0.2892805337905884,0.66015625,0.0005375316250137985,0.493457555770874,0.506542444229126,0.3839576542377472,0.7148337364196777,0.000562898931093514,-0.0
35,-0.047730930149555206,0.29040056467056274,0.681640625,0.0005631406093016267,0.48399949073791504,0.516000509262085,0.3513244688510895,0.7148337364196777,0.000562898931093514,-0.0
36,0.010181687772274017,0.3077157735824585,0.6982421875,0.0005467281443998218,0.488844096660614,0.511155903339386,0.31794118881225586,0.7148337364196777,0.000562898931093514,-0.0
37,-0.02376582846045494,0.32104551792144775,0.7466796636581421,0.0005870832246728241,0.4985015392303467,0.5014984011650085,0.29654648900032043,0.7148337364196777,0.000562898931093514,-0.0
38,-0.025221865624189377,0.332977294921875,0.72265625,0.0005687648663297296,0.5266846418380737,0.47331535816192627,0.27510708570480347,0.7148337364196777,0.000562898931093514,-0.0
39,-0.051750339567661285,0.3387898802757263,0.720703125,0.00056193902855739,0.514093279838562,0.485906720161438,0.26466643810272217,0.7148337364196777,0.000562898931093514,-0.0
40,-0.0014099963009357452,0.3604571223258972,0.74609375,0.0005485843867063522,0.5061793923377991,0.4938206076622009,0.24759942293167114,0.7148337364196777,0.000562898931093514,-0.0
41,-0.0353383794426918,0.3570142388343811,0.7431640625,0.0005704937502741814,0.5185731649398804,0.481426864862442,0.2335420548915863,0.7148337364196777,0.000562898931093514,-0.0
42,-0.04999133199453354,0.29907655715942383,0.6845703125,0.0005536082317121327,0.4917532801628113,0.5082467198371887,0.2288719117641449,0.7148337364196777,0.000562898931093514,-0.0
43,-0.00873633660376072,0.3463962972164154,0.751953125,0.0005578445270657539,0.49706968665122986,0.5029303431510925,0.20961818099021912,0.7148337364196777,0.000562898931093514,-0.0
44,-0.00953372847288847,0.3126576542854309,0.7201172113418579,0.0005840914091095328,0.494981586933136,0.505018413066864,0.20039121806621552,0.7148337364196777,0.000562898931093514,-0.0
45,-0.013464604504406452,0.29979556798934937,0.6787109375,0.0005321984644979239,0.48709598183631897,0.5129040479660034,0.19528698921203613,0.7148337364196777,0.000562898931093514,-0.0
46,-0.003687185700982809,0.3214636445045471,0.6865234375,0.0005790780996903777,0.5042524337768555,0.4957475960254669,0.18824705481529236,0.7148337364196777,0.000562898931093514,-0.0
47,-0.012035000137984753,0.3255089819431305,0.705078125,0.0005580851575359702,0.5128986835479736,0.48710131645202637,0.18665295839309692,0.7148337364196777,0.000562898931093514,-0.0
48,-0.03581264987587929,0.3567783236503601,0.759765625,0.000554693746380508,0.4979124069213867,0.5020875930786133,0.19247406721115112,0.7148337364196777,0.000562898931093514,-0.0
49,0.020940065383911133,0.34931617975234985,0.7373046875,0.000602022628299892,0.5129334926605225,0.4870665371417999,0.18569712340831757,0.7148337364196777,0.000562898931093514,-0.0
50,-0.007690987084060907,0.30671173334121704,0.6845703125,0.0005362038500607014,0.4979594945907593,0.5020405054092407,0.1971813440322876,0.7148337364196777,0.000562898931093514,-0.0
